product_category,product_url,review_date,handle,rating,helpfulness_rating,review
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Mar-21,Sally A.,5,,"I've been using these since the ""Virus"" (Coronavirus/COVID19) has been around.........I have 2 boxes on hand at all times and I do love them......easy on, easy off........throw them away.......I will continue to buy them  until there is no longer a need for them."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,26-Jan-21,rh3753,3,,"Purchased these to use when going to the grocery store and around the house.  When one glove ripped, I didn’t think anything of it.  Then a second glove ripped, again, didn’t think anything about it.  When I pulled these out of the box and they were ripped in advance of my putting them on my hands, I was very disappointed and wanted to let others know that they should be careful when purchasing this product.  It’s a good thing there are 100/package."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,21-Jul-20,Suzanne D.,2,2,"They aren't super thin but I've gotten much stronger/ durable gloves recently for a better price.  These tear very easily, especially around the wrist area.  I had to discard probably 1/3 of them because they ripped as I was pulling them on and they were not even tight on my hands.  You can get much better gloves for cheaper!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,20-Apr-21,Amazon Customer,1,,Definitely not as advertised. Would not buy these gloves again. Way too thin. Putting it on I have to be meticulously careful to do it slowly as they rip very easily. Do NOT recommend. Ive bought other gloves that were better quality and did not rip.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Oct-20,sanvanalyeth,1,One,"So disappointed in these gloves. They are not durable and they are not the typical medical exam vinyl gloves. I used these gloves to wash dishes and after the first use, they were normally unusable the second time around. Too expensive, not durable and I cannot justify buying them again."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,7-Jan-21,Jan,3,,"I only wear these gloves once and then discard them due to COVID. They are heavy enough, but the tops of them do not fit close to the wrist and as a result, they tend to fool down. Not my kind of glove to use to protect yourself."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,2-Feb-21,weavergrammie,5,,"The box was open when I received it, and the tab on top of box you pull back to open was missing,  gloves were hanging out from the end of the box and out the top of box, were they used, did someone taint them or steal some out of box???"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,18-Dec-20,Gilles Mbo,4,,I bought these as I was looking for cooking gloves. Medium size for wife and XL for me. I liked them. no spark or anything extraordinary about them. They are gloves and they work or perform as expected. Good product.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Apr-21,Tulip,5,,"The gloves function very well. A great value for the money that I paid. They're not too thick which I like, but maybe other buyers may want more thickness. They feel comfortable in my hands and they don't slip out easily, unless you want them out. I do recommend them."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,5-Jan-21,Jeanie,5,,These gloves are adequate. The prices have gone up on all gloves due to the pandemic but I’m glad to have them. They are thick and durable. The top rolls down a little and they do not fit snuggly. They do get the job done though!
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Dec-20,Clayton4t,2,,"These gloves were a replacement for the black gloves I typically use in the kitchen when I cook... however, since rubber gloves are hard to come by I switched to these. They tear very easily and are snugger than the other medium gloves I typically use."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,22-Jan-21,NJ,1,,"These things tear as soon as you put them on, I seriously don’t understand the positive reviews! There’s almost zero stretch, and the holes created just trying to get them on make them pointless for caretaking. I stuck them in the bathroom."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,28-Jan-21,Cisco2000,5,,"My sister is in hospice, my brother in law takes care of her 24/7.  Gloves are an item that hospice doesn't provide.  This was a very good find for him.  He likes the thickness and the ease of putting on and off.  Thank you!!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,15-Jul-20,Michelle A.,4,,"The gloves I ordered fit very comfortably and feel thick. However, I rip one at least every third time I put a pair on. It would be much more affordable to purchase a better box of gloves because I will end up wasting at least a third of a box."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,24-Aug-20,ravenous reader,1,One,"If I had known this product was made in China, I would not have purchased it. The gloves are cheap looking and I guess that explains why they are not worth having. However, I will use them to clean toilets; I will never buy this product again."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,24-Aug-20,Devynne Herbert,3,,The first 4 gloves I took out of the box ended up in the trash because they tore just trying to get them on my hands.  My hands were completely dry so it should have been easy.  A few more tore easily also so be careful.  The fit is tight and it's the material that isn't very stretchy so I'm sure if I got one size bigger they would be baggy.  Not very comfortable.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,19-Sep-20,dirtydeedsreviewsyou,5,,"I got these to go out into the world. Keep some in my car, purse and by the door. After I take them off, I sanatize my hands and throw them in the trash can. I do not want the Covoodies and am an over achiver of sanatation."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,28-Apr-20,Michael Dowler,1,3,Very difficult to put on.  Once on your hand it is okay but it takes a lot of work to get it on and often tears in the process.  Would not buy this product again.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Apr-20,CYar,2,,"These gloves run small. Wouldn't fit me or my husband, we have always fit a medium with no issues. I have a hard time getting these on as they are smaller than most, really tight. Had to order others as we can't use these."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,17-Oct-20,Sarah Who,1,One,"There is NO stretch to them at all!  If you have medium sized hands, if you HAVE to order them, order large or your hand will either barely fit or not at all!  I ordered a few boxes and now stuck with them until I run out!  VERY disappointed!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,7-Jan-21,Meli S,3,,"These gloves are good for a shopping trip or painting rocks. I've tried to use the gloves for cleaning but the gloves rip easily. I now wear 2 pair at a time. A double-glove prevents tears, but you're using twice as many."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Sep-20,Verdehorn,1,One,"Hands down the poorest quality gloves I’ve ordered. They tear SO easily! I don’t have large hands and I had to use baby powder to get them on without tearing. I’m a caregiver and while doing simple asks they would tear between the thumb and index finger, across the knuckles...different places. DON’T WASTE YOUR MONEY!!!!!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,4-Dec-20,MR XBOX HIMSELF,1,One,These are not those stretchy medical gloves you can pull and snap on. Like you see in movies where the Doctor pulls the glove down the wrist and it snaps back. NOPE NOT THESE. If you even give these the slightest pull they break. I've put on about 15 of them and all of them broke at the wrist trying to get them on. Rip Way to Easily. Waste your money somewhere else.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,24-Jun-20,Midwest Artist,1,2,"I bought these as a replacement for the then-sparse latex gloves.  This is a rather poor replacement unless the gloves fit your hands easily.  They do not stretch.  Instead, they just tear at a slight attempt to stretch.  I would not recommend them for any application where tearing of gloves is unacceptable."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,4-Apr-20,Suzmarie,5,2,Thank you! These are so needed having to pick up supplies for my 80 year old mother during this horrific time. Stay safe stay well! 🙏🏻❤️
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,24-Aug-20,Amazon Customer Susie,1,One,I let my housekeeper use these while she's cleaning my house. After cleaning about half my house (it's only 1000 sq ft) her fingers were coming through the gloves! This has never happened with the other ones I bought for her. Do not buy these!
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,26-Aug-20,Deep Ramachandran,5,,I have this product exquisite rating i saw packaging and i like i like very much very sophisticated for my situation that I immediately excited for use of washing in my spaces of living the dirty ones for cleaning thank you for product  so wonderfully irraproachable that satisfies me very much This is a real review i no live in China.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,12-Feb-21,Gaildc,1,,"There’s a reason these are cheap. The nitrile gloves I normally order were unavailable and I needed a substitute. Generally I trust the “Amazon Choice” designation but in this case, it failed me. These are thin, easily torn, and almost impossible to pull all the way onto the fingers without damaging the glove. If a price seems too good to be true, it probably is. These gloves support that theory."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,5-Aug-20,Tannis C Bawcum,2,,"I use disposable gloves daily. I had to purchase these because the ones I have used for years are currently sold out. I am about 30  into this box. So far 9 have ripped...either as I put it on or even as I simply extract one from the box!!  I realize that the high quality gloves NEED to be on the hands of our first responders right now, but these should either not be sold or the price should be greatly reduced to compensate for the amount of them one will have to throw away because of its pitiful quality. Will not be buying these again."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,6-Jan-21,Cheryl L.,1,,"These gloves are terrible.  They are easily the worst I have ever used, and I have been purchasing gloves on Amazon for several years.  I only ordered this brand because my normal choice was out of stock long term secondary to the ongoing pandemic.  These gloves are certainly not heavy duty nor medical grade, as the manufacturer claims.  They run small in size, and they frequently rip during donning.  They are barely adequate for lightweight duty and would not hold up to anything more than that.  Do not buy these if anything else at all is available."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,18-Oct-20,Bouvette,5,,"This is my second order of these gloves, I use them for everything!  When I am sanitizing the groceries before bringing them in the house, I have had some tears on the finger tips, if it is a serious task I would suggest wearing two pairs!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,24-Jan-21,Quinn Shepherd,2,,"Overall quality is not too bad, but I noticed that there were some black dots on some of the gloves, which made me worried, cause that could mean they were repurposed. I don't think I will buy from them again."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,31-Jan-21,Kindle Customer,4,,I have bought these gloves several times. They rip at the top a lot of times when putting them on. So I put flour on my hands first. They seem to be the cheaper of all I find on Amazon (reason for rebuying).
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,4-Aug-20,jack,1,One,I do not how this can be best seller. it leaks like crazy and difficult to put on. maybe because of the material. its just horrible. I used Nitrile exam gloves. it works so much better. this one is definitely not good if you touch water.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,15-Dec-20,laconfidential,4,,"These are very well made gloves. However, they run very, very small. I ordered medium and could barely get them on. I had to stretch them to make the fit. Make sure you get a size (or two ) larger."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,13-Apr-20,Ron A.,1,3,"The ""medium"" size appears to be the equivalent of what other manufactures call ""small."" Material is thin and tears easily. Not recommended."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,18-Jan-21,Medina A,1,,This is garbage! Waste of money. I haven’t had the chance to return it. Very poor quality. The picture attached happened to most of them lol. What a waste. I’m more annoyed that my time got wasted ordering and waiting for this.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,15-Nov-20,Larry G Jamieson,1,,"I could be me, I have large hands , but just doing normal COVID world stuff they rip on me. I had one rip pulling it on my hand, spend a bit more and get decent ones, they are rather lightweight."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,20-Nov-20,trippinonfantasy,1,One,WOULD NOT RECOMMEND!  Worst purchased item ever. These glove went to shreds in minutes. Tried several pairs hoping it was just one bad one and after a dozen tries am returning the lot!  Should not be able to cheat people this way. Especially given the double priced item to a superior product that is now not available to non medical yet still essential workers. Not fair!
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,24-Aug-20,Eliza,1,One,"The material is  hard, rough and unbreathable. After putting the gloves on less than 3 mins, gloves stick on my skin deadly and impossible to slide. It appears steams and gets wet! In less than 10 mins, both my hands appear terrible rash and allergy!!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,9-Jul-20,Honest Reviews!,1,2,HORRIBLE. SHOULD HAVE LISTENED TO THE BAD REVIEWS. IT RIPS SO EASILY AND WHILE IM WORKING RANDOM SMALL HOLES STARTED APPEARING.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,25-Feb-21,LeeAnn Hearne,5,,"After ordering several boxes of different types of gloves for protection of my hands from becoming too dry and cracked from hand washing and domestic task in the past few years, I like the Medpride vinyl gloves the best."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,26-Jul-20,Rita,5,,"Super gloves! I am now so capable working outside in garden, pulling weeds— these gloves don’t even tear with heavy work. Inside- I’m happily doing all the stuff to maintain my home... Thanks!!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,5-Dec-20,RDK,2,,I have what I consider small hands. I ordered and was delivered medium. But the fit is so tight and the material so thin that it is difficult to put them on without tearing. Not recommended.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,2-Apr-20,DL,1,4,The tear going on. Bad product.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Apr-21,Lynda Yu,4,,"Good gloves for cleaning. I also wear them when I go to shopping during the pandemic. The first time I bought 1 or 2 boxes last year is in the very beginning of COVID-19. They were too expensive. The price is getting reasonable now, so I placed an order again and still have some in home."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,15-Feb-21,Cindy,3,,"They run small.  I wear a medium usually, I could get them on but too snug for me to use my hands.  The vinyl is sturdy but I couldn't use them.  Maybe they'd be better in a bigger size."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,28-Sep-20,Mike Roberts,3,,These are super super thin. when I am staining wood I have to wear two on each hand. It was all I could get when everybody was selling out of them because of the virus but I won't buy them again
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,5-Apr-20,kukit,1,3,Bought medium size gloves for shopping groceries. I have small hands(usually wear xsmall or small regular gloves). These barely fit and rip. Useless save your money.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,26-Feb-21,Lisa G,1,,"The fingers wear through within a few minutes of kitchen work. I have purchased this brand before, so I’m not sure what the difference is, unless they reduced the amount of material to save $. Disappointing."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,11-Jul-20,Roy O.,1,3,The glove breaks apart as you try to put it on. Wow... and also the medium is small. I really don't recommend this product for $18.00. Don't get caught out there with this product. Not worth it.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Jun-20,mila,4,One,This gloves are good quality. However they are little tight
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,9-Nov-20,nmflyer,3,,It seems like several of the gloves within the box has some kind of production fault; mostly involving missing fingers or thumbs. Be careful pulling them on. The vinyl doesn't seem to be as forgiving as nitrile gloves. Too much pulling on the cuff will cause a tear.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,24-Feb-21,PB,5,,"Great product to have on hand with showing properties. I go in and out of homes and having this product on hand is worth every penny.  The homeowner feels safe and so do I. The gloves are durable, latex-free."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,22-Aug-20,B. Dropping,3,,"They do the job; just be careful with putting them on because they aren't as elastic and durable as nitrile gloves. Once they're on though, I haven't had a problem with ripping."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,2-Aug-20,1,1,One,"These gloves were terrible.  They would rip at the wrist during application.  While wearing, they would rip at fingers.  very difficult to get on -- felt to small but once one the fitment was okay.  Biggest waste of money, look elsewhere."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,4-Sep-20,Mary Smith,2,,I have to use gloves to wash dishes and other household chores.  By the time I finish washing a small amount of dishes the gloves are leaking.  One time use only.  I can't even finish cleaning up the kitchen.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,17-Nov-20,patricia43,5,,...they offer the protection I need for chores at home including use for medical treatments to skin cuts and abrasions as well as washing dishes and cleaning up behind kitty.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,13-Sep-20,SKRAMGIRL,5,,I am a woman with a wide palm and short fingers and they fit me perfectly.  But they do tear quite easily.  My husband tried to wear them and they were way too small for him.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,13-Aug-20,Arrika,3,,"very tight fit, sized incorrectly as medium when laid out to other gloves they are smaller than the smalls i have on hand. puncture at fingers easily due to the thinness and small size"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Aug-20,john,4,,"i searched many brands to find out what my criteria should be. powder ,material, cost, and delivery. also country of origin. i chose this brand. one benefit of amazon is the education."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,18-Dec-20,SR Kincaid,5,,I have ordered this product before. I need to get a different size next time because these are a little tight in my hands M is too small. XL is too large. Next time I’ll try L.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,23-Sep-20,Cin,5,,"I order medium because I like a little movement for my hand in these gloves.  Gloves stay on while shopping, I have used them to clean at home as well.  Happy with these as I have tried a few others."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,26-Feb-21,Janette Doss,5,,I use them when I do oil paintings to protect my hands from any chemicals in the paint and have had no issues with paint/solvents getting through.  I would recommend them.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,8-Feb-21,CanonUserVT,2,,They rip at the cuffs when you pull them on or take them off.  Have bought other brands and did not experience this problem.  Definitely will Not be ordering these again.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,14-May-20,Janis Fok,1,2,"These gloves are very poor quality and thin it breaks when I put it on.  Not nitrile gloves, not flexible."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Oct-20,Ray Simao,1,,First off I didn’t know it was clear gloves which means they always are easy to tear. Wasted multiple gloves just trying to put them on because they rip. Never buying again.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,4-Nov-20,Gail Miccio,5,,These gloves have a more tapered fit then other gloves. The thickness is adequate and not easily punctured. A good buy and an essential purchase for Covid-19 times.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,11-Jul-20,Jewels,1,2,These are terrible. Rip when putting on. Felt so thin on skin. Do not waste any money on these.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,3-Jul-20,Amazon Customer,1,3,"Poor quality, hard to put on and tears easyly!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Mar-21,Mrs Rod.,5,,"Good value for the price. I use them for resin and candle making. They could be a little stronger and thicker because if you get resin on them you can feel it burn a little bit, and they rip very easily."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,31-Jan-21,Lusiana,3,,"These gloves are not very thick, they do the job, but they are lose around the wrist and break easily. You have to change often. I use them for cleaning around the house."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,17-Dec-20,Happy When Riding,4,,These work well an hour work environment and are much tougher than the latex . We will be experimenting with size though. Mediums do not work for a large percentage of our people. We will be trying larges next
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,23-Jan-21,Arlene,5,,These are exactly what I wanted for trips to the supermarket and big box stores. I have ordered these twice and recommend them. The medium size fits me perfectly and they’re easy to put on and remove.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Dec-20,Diane,4,,"These gloves are on the thicker side without any “give”, and have a rolled cuff. They run a bit small. However, they do the job! Didn’t tear when I wore them."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,15-Mar-21,Caree Newman,2,One,These gloves are very thin and tear quite easily. I wish they lasted longer!
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,8-Dec-20,Linda Hendricks,5,,"These gloves don’t seem to be as thick and the size medium. Seems to be a little snugger than the blue gloves as the blue gloves , but they get the job done."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,25-Oct-20,M. Feygin,2,,"Certainly one of the worst gloves I’ve seen. They are thin, which is actually good, but not durable at all. Putting them on 3 times out of 5 results in a need to get another glove as the first one rips apart."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,13-Jul-20,Philip Neal,1,,"I always wear medium, so that's what I ordered. These are way too small, more like size small. Very hard to get on. Plus they tear easily. Don't waste your money on these!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Jan-21,CJ,3,,"The first two times using, I put a hole in glove.  I use for things like cooking, applying skin tanner.  I will not return, but will not purchase again."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,23-Jan-21,Kimberly Daniels,5,,These gloves are durable and thick enough for what I need. They are expensive but all PPE has gotten outrageous since March so no surprise there. Prior to this I could easily find gloves for $7-$9 per box.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,6-May-20,Kliper,3,One,"Unfortunately my employees are saying the gloves are low quality and get ripped quickly. We are in delivery business and if gloves get ripped after first few deliveries, it becomes challenging wearing such gloves. Some other brands last a whole day."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Jan-21,Jennifer B,5,,I work with horses and they are great for any number of things. I also use them for hsndling fresh and dried chiles for latin cooking. They are nice!
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,18-Oct-20,Paula,5,,"These gloves seem very good for protection of hands and for protection from surface microbes. They fit a bit tight, but perhaps the medium is a bit smaller than some brands' medium-size gloves."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,27-Feb-21,Rubber duckie,5,,I use this to change adult diapers.  Gloves are strong and does not tear.  Gloves fit comfortably and it makes it easy to get the job done quickly.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Oct-20,ZDavis,4,,"Unfortunately 9 out of 10 pairs of gloves breaks at the wrist. They are not as strong or stretchy as some disposable gloves I have bought. I am disappointed because the other disposable gloves I have bought worked well and I bought two boxes of these. I did not reorder the previous gloves because they were not available when I needed them, an these were available quickly."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,8-Jan-21,slowbutsure,5,,"They arrived timely. They appear to be as described. However, cannot assess thickness or durability. Hopefully they are reliable and safe for the pandemic."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,12-Nov-20,KimoPrimo,2,,"These gloves are fine if wearing a short period of time and for a simple task. Other than that they are useless. When using them to clean and wipe down products and surfaces, they tear very easily around the fingertips and knuckles. Can even feel the disinfectant (like isopropyl alcohol or lysol/clorox wipes) bleed thru onto your hands and fingers. Even if you double them. No protection."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,11-Sep-20,Kattymarie,4,,"Did not rip while pouring paint and the fingertips didn’t flap all over as I have short fingers, I ordered a medium, also easy to get on and off."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,28-Feb-21,Bellyworks,3,,"It has an odd texture. Occasionally, it will rip when I try to put that on. Otherwise it does the job and has better durability than other inexpensive gloves on the market."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,2-Apr-20,John Davis,4,One,"I was a little concerned because it turned out I ordered the wrong size (medium) for my hands. These are a tight fit for me. However, using a little care, I am still able to get them on without tearing so I consider them durable and sturdy. I would recommend them."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,8-Sep-20,VICKIPHX,3,,"EVEN THOUGH I BOUGHT THE APPROPRIATE SIZE, THEY WERE SMALLER THAN EXPECTED AND TIGHT TO PUT ON.  MAKING IT WORK, BUT NOT REALLY HAPPY OVERALL."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,8-Mar-21,maelstromjammer,3,,The gloves fit well but they don't stretch much so they don't fit as tightly as medical gloves would.  It works but I probably won't buy again.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,26-Mar-20,Brenda H.,5,,Clear and just right for my small/med sized hands. They are fine for around the house cleaning and sanitation purposes. I just wish Amazon Delivery Drivers would put the items in a position where I can open my front door to get the packages.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Jan-21,gbsgirlygirl,5,,"These have a tendency to tear at the wrist when pulling them on if you are not careful, but buying a larger size would probably be helpful.  I only use to prepare meatloaf or to apply capsaicin cream, so perfect for my needs."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,18-Jan-21,joseph,5,,"Worked well enough for intended purpose. Used for cleaning, surface disinfecting, and washing dishes. Helps to prevent drying and cutting of hands after so much hand washing and dealing with chemicals, etc."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,13-Dec-20,Deb,4,,These gloves work well for the price. They sometimes rip when you put them on but not always. They do protect your hands and I like that they are clear.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,28-Jan-21,Sam Biggins,5,,Works well for cleaning and I also use when picking up dog poop in backyard (not everything can be picked up with pooper scooper) and they are durable and comfortable.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,24-Jul-20,Hallierain,3,One,Run small and tip easy!
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,19-Sep-20,Sharon C,3,,"I prefer the nitrile gloves but they have been hard to find.  These don’t fit that well and will rip at the wrists  my hands aren’t dry. I like this brand, and would give the nitrile ones 5 stars"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,30-Dec-20,Luis Coustasse,1,,"They break easily. Really thin material it's feels like cheap plastic. Of the 100, 98 of them broke between the fingers. Not recommend it."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,9-Dec-20,Wbb,1,,"I had high hopes after opening the box, my biggest issues with them is they rip so easily.  Almost every time I put one on, it rips, luckily its only near wrist area so I could finish using it since my hand is still covered, but sadly I won't be reordering."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,11-Jun-20,Elonda,5,One,DID NOT LIKE THEM
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,10-Jan-21,Kindle Customer,1,,"These gloves are very thin and brittle. They tear very easily. I thought I had the wrong size, but bigger gloves still rip two of three times."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,15-Feb-21,Ruth,4,,Had to reorder in medium rather than the small I ordered first. I always wear small in the medical type exam gloves but these run too small. They are fine for home use. All gloves are overpriced right now.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,19-Apr-20,Rob,5,One,Perfect gloves for this pandemic. They are not too thick but not too thin. I would buy them again. I would recommend ordering a size up because if they are too tight they will tear easily.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,25-Feb-21,Kim,5,,I use these for pour painting which is very messy. I have never had a tear or any problems and my hands stay clean. I would highly recommend.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,15-Jan-21,Susan,5,,I ordered medium size based on the other reviews that I read and it works fine. Only thing I noticed you cant put a pair if your hands are wet.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,2-Apr-21,Den,1,,...even with short trimmed nails. I use disposable gloves for a variety of light chores and these did NOT hold up. A waste of money and I don’t recommend.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,28-Jan-21,dorian,2,,"Does not really work for me. Was broken while I was cleaning my kitchen. Also, not really water proof at the bottom (wide open)."
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,22-Feb-21,Kenny,5,,"The gloves were great I brought them for my mom but I had to test them out first before I give them to my mom, the gloves passed the test. Thank you!👍🏿👍🏿"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,20-Oct-20,Brenda Alavicheh,5,,Care of senior family member with health problems.. insuring safety of all those within house.  Plus daughter uses at work to prevent any contamination from work to home.  Masks and gloves!
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,3-Aug-20,MiamiAA,3,,expensive and rips too easy...$20 a box....I should have waited because Costco had gloves a week later for $10 a box and thicker quality
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,31-Mar-20,ToadyFrog,4,One,Ordered these due to Coronavirus. I have health issues and needed some gloves I could easily put on and take off. These are like that and the cost was very comparable for gloves to throw away.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,13-Jul-20,kjan63,4,,These were a little smaller than I expected. Most of them tear when putting them on. If you have a very small hand they may not be so bad.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,22-Jan-21,Cool girl,2,,have been buying surgical gloves at Costco for years and love them.  These are not as stretchy so are sort of baggy on my hands.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,31-Aug-20,Number37,5,,"These gloves are a bit thicker and therefore sturdier, and fit much better than the gloves I've been using. Like these a lot!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,23-Aug-20,GRW,2,,If you want gloves that are easy to get on and flexible you don't want pure vinyl gloves.  If you know you want vinyl gloves this product is satisfactory
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,11-Sep-20,Maxine,5,,I love that these gloves are more substantial  than others I have. They are easy to put on and to take off also. These are a good buy.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,9-Dec-20,Constance Hayes,3,,"these gloves are a big disappointment they are not pliable and therefore, rip when trying to put them on--i will not be purchasing these again!"
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,31-Aug-20,sexy07,4,,Gloves are durable but very tight and a struggle to get on. I'm very average size and do not have large hands so I ordered size medium. Next time I know to get size large.
disposable_gloves,https://www.amazon.com/dp/B07KYV178H,1-Apr-21,jia casillas,5,,These are good for household use. Great for those with latex and powder allergies. These are vinyl so not much stretch
